desc,img,title
1. Amakara Gohoushi Double♥ 2. Watashi no Toriko ni Narinasai♥ 3. Takamiya Misaki Taberu♥ 4. Ueta Ookami to Mayotteru Kohitsuji 5. Bentora Bentora 6. Bibibi Koi 7. Otomegokoro Urahara 8. Saiwai Tenjit...,https://cdn.myanimelist.net/r/50x70/images/manga/1/158867.jpg?s=c5b3cf12098cb456b74cb4f747c2b02c,Tabegoro Otome♥
"High-schooler Akutsu Takuma has learned to accept his lonely lot in life and is content surrounded by his studies, but when the god Odin taps him to save the world alongside nine Valkyries fueled by i...",https://cdn.myanimelist.net/r/50x70/images/manga/2/182523.jpg?s=3eed279a80d4ea6f7cf682c5f937b928,Val x Love
Fujikura Akira is aiming to be a photographer while Masaki Hiroyuki is a high school dropout. Akira takes an unknown picture of Hiroyuki last Christmas while Hiroyuki was crying... and all Akira wants...,https://cdn.myanimelist.net/r/50x70/images/manga/1/11367.jpg?s=4fc147df6073e0a505c54b0f471cd89c,X'mas wa Kirai
"Tooru is a shy and quiet student who has developed a special crush on his close friend Ryouji, the most popular member of the high school swim team. In front of Ryouji, Tooru hides his feelings and ac...",https://cdn.myanimelist.net/r/50x70/images/manga/2/159373.jpg?s=f53eb9bd97b37551cf7091044c458be4,Yabai Kimochi
"Timid and shy Kawai Arisa is a normal 14 year old High School girl, except that she is the target of bullies as her family tend to move around a lot due to her parents work. The fact that the Prince o...",https://cdn.myanimelist.net/r/50x70/images/manga/3/64629.jpg?s=4b8c9b8f194ca3054d751ffe4ac5d205,W-Pinch!!
,https://cdn.myanimelist.net/r/50x70/images/manga/3/182630.jpg?s=b8dbb4b80a7700798839f147766c937d,Zaikai Teiou no Amasugiru Shiikuai
"Living in the slums of a wealthy town, Rudo and his foster father Legto try to coexist with the rest of the town's residents, but Rudo despises the wastefulness of the upper class. Ignoring the warnin...",https://cdn.myanimelist.net/r/50x70/images/manga/1/259583.jpg?s=274cf07db1eb7ae56c5d03beac3345f5,Gachiakuta
"Everyone thinks 16-year-old Ryouko has weird taste in guys because she can't stop drooling over Ryuu, the strong silent type who sits next to her in class. When she discovers he works for a host club—...",https://cdn.myanimelist.net/r/50x70/images/manga/1/176498.jpg?s=b04bdf8f674f0da0ada801a6d2e76fed,B.O.D.Y.
"Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Ga...",https://cdn.myanimelist.net/r/50x70/images/manga/2/140795.jpg?s=5f4640807cd854108348e3e05c2a63bb,Fairy Tail
,https://cdn.myanimelist.net/r/50x70/images/manga/3/226825.jpg?s=59cedd52652bdbc9140c7ace5342bd74,Da Aphorism
"A baby found in the Indian hinterland is looked after by a Japanese man. He is named Ricky, and raised in Tokyo. But Ricky was born with a big tail: surprisingly, he belongs to another human race, the...",https://cdn.myanimelist.net/r/50x70/images/manga/1/237671.jpg?s=31237f31cad91805f6f691535c00d5b0,0 Man
"This story is about a girl who has no special talents to speak of, not even cooking, but loved sweets and cakes more than anything in the world, and could turn out terrific pancakes. Her love of cakes...",https://cdn.myanimelist.net/r/50x70/images/manga/1/262203.jpg?s=74091a212488d9c4e1fc004b5363ed0b,Cake Cake Cake
"What's it like spending your whole life coming in second place? Ask Nam Jinwoo: he's been living in the shadow of his rival, Ma Sangtae, his whole life. Now the two are even working in the same office...",https://cdn.myanimelist.net/r/50x70/images/manga/3/259890.jpg?s=1a39d58594e3ddabf180d84760c6f897,A Man of Virtue
Menga is simply known as the vice rep and is bullied. Hanako has moved to Korea but was robbed the first day and has nothing. Na Hong Soo is known as a troublemaker and is in constant trouble. And Eec...,https://cdn.myanimelist.net/r/50x70/images/manga/1/1053.jpg?s=c2c7ae9ac0ce40ecba3c55879809d68d,H20
"I possessed the friend of the male protagonist who suffers from an incurable disease. I just wanted to play a lot and enjoy my short life before I die, but the good male protagonist keeps interrupting...",https://cdn.myanimelist.net/r/50x70/images/manga/3/268873.jpg?s=f2d61fb2e8ecb2e229faa097df1e9db8,I Corrupted the Good Male Protagonist
,https://cdn.myanimelist.net/r/50x70/images/manga/3/254222.jpg?s=5bba6b327bc840cd90b1a09fe6da3912,Jack Jeanne: Kageki
"Haruno Kasumi, a 14-year-old girl, is quiet and shy girl who gets bullied at school and has a crush on a classmate. Her mother has no interest in what happens at home and her dad disappeared years ago...",https://cdn.myanimelist.net/r/50x70/images/manga/1/111107.jpg?s=b49e06ec005b142c96a5619633edade0,La Vie en Doll
“Cause trouble in Shibuya and I’ll hear everything.” Chiryu Mamoru is the former Shibuya Gang King (Crime Boss). Now he’s protecting the streets of Shibuya as the youngest lawyer in history. With an e...,https://cdn.myanimelist.net/r/50x70/images/manga/3/4291.jpg?s=57e7c301af01d9e1e5fd0c1974295123,M.C. Law
"Manga of the life of Nahomi Kawasumi, the 26-year-old goal-scoring member of Japan's World Cup-winning women's soccer team.",https://cdn.myanimelist.net/r/50x70/images/manga/3/82386.jpg?s=26eef61bd34f0bfef6baf1fae1afca18,Nadeshiko no Kiseki - Kawasumi Nahomi Monogatari
,https://cdn.myanimelist.net/r/50x70/images/manga/2/170197.jpg?s=bb07705add6d66d1818012ffd12238e5,K: Ao no Jikenbo
1-2. Oba Shota Harem: Shounen to Danchi Tsuma-tachi 3-5. Shinshoku Shima,https://cdn.myanimelist.net/r/50x70/images/manga/2/245213.jpg?s=48ddf32842daaa48856cadbe031e5d25,Oba Shota Harem
4. A Female Teacher's Sigh 5. Wakazuma no Yuutsu 6-8. Two Sisters And One Boy Vol. 1-3,https://cdn.myanimelist.net/r/50x70/images/manga/3/70395.jpg?s=57de9d6743ecd09c627c022ac046ce18,Paco-Paco
"After a four-year absence, Ishida Kotori (QP) returns to the city where even his face instills fear amongst the locals. Trying desperately to move away from his once violent past and live an honest li...",https://cdn.myanimelist.net/r/50x70/images/manga/3/223375.jpg?s=37ba1f6e34246bc48b444b3743195a4a,QP
Recently graduated Suzumura Rikako was still jobless when her older sister insisted that she apply to the company that she was working for. It sounds really great except for the part where that compan...,https://cdn.myanimelist.net/r/50x70/images/manga/2/159422.jpg?s=18851c2fcc6595c1095272bd2efbab38,R18!
,https://cdn.myanimelist.net/r/50x70/images/manga/2/165287.jpg?s=8e8002d26a49fab57614bfdcb9bb9a39,Ubatte! Magical Confusion
1. Kuro Tebukuro Oyako no Bokki Kanri (Erection Management by Mother and Daughter Putting on the Black Gloves) 2. Mayonaka no Poolside: Shokushu Kyouei Choukyou 3. S-kei Nurse no Tekoki Kenshin 4. Mam...,https://cdn.myanimelist.net/r/50x70/images/manga/2/174157.jpg?s=16fb322f191b6700bf48d84f30991964,S Otome x M Danshi no Gyakuzeme Ganbou
"Included one-shot: Love plus Beast, Yougashi-ten no Boukun",https://cdn.myanimelist.net/r/50x70/images/manga/2/138277.jpg?s=f1386a89f22c574711d64cba431d3026,Tabegoro Sweet
"When the mother of a particular girl disappeared, her father began to ignore her. Ten years later, she meets a pervert at a crowded bus stop. A mysterious boy saves her...but...what will happen next!?...",https://cdn.myanimelist.net/r/50x70/images/manga/3/142917.jpg?s=5f68682fa7904dcf2b1bde0feca4bbc0,Valentine Lovers
"The year is 2999, and the Solar System has just seen the end of Space War 3. An alien cruiser sweeps through Earth's defenses and issues an ultimatum - hand over the (F-01) or face destruction. Fortun...",https://cdn.myanimelist.net/r/50x70/images/manga/3/230522.jpg?s=ad609f14950b5f8806b4ebf601f08551,X-Bomber
"Tooru is a shy and quiet student who has developed a special crush on his close friend Ryouji, the most popular member of the high school swim team. In front of Ryouji, Tooru hides his feelings and ac...",https://cdn.myanimelist.net/r/50x70/images/manga/3/159372.jpg?s=b6fbe6e9c3aaba84d4fefd85e5202ae3,Yabai Kimochi
1-4. Water Closet 5-7. Mito Koumon,https://cdn.myanimelist.net/r/50x70/images/manga/1/161715.jpg?s=8ac693c710443d35208abf9d55a74db8,W.C: Water Closet
,https://cdn.myanimelist.net/r/50x70/images/manga/2/191224.jpg?s=6004c52f2d25580f72fd71c2ea9f6578,Zainin Kyoushitsu
1-2. Gachiiki Chouhatsu Night 3. Kachou no Ame-Muchi Jijou 4. Setsubou Punch 5. Baka Anadorunakare!! 6-7. Muboubi♥Amaenboy 8. Katsubou Punch 9. Gachiiki Bakuhatsu Night,https://cdn.myanimelist.net/r/50x70/images/manga/2/189570.jpg?s=083aaef8d0628b128c4bb78af5ce9c50,Gachiiki Chouhatsu Night
,https://cdn.myanimelist.net/r/50x70/images/manga/3/37277.jpg?s=25bdfd0193a0d23b9d33b0ac201a1258,B.Q The Mouse Book
"Fairy Tail Gaiden is a trilogy detailing the adventures of Sting and Rogue, Gajeel and Levy, and Laxus and the Thunder Tribe in separate volumes. Kengami no Souryuu Now the guild master of Sabertooth,...",https://cdn.myanimelist.net/r/50x70/images/manga/2/171669.jpg?s=1547fa0f9ec9e570c62f182742317c96,Fairy Tail Gaiden
"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... The main character who goes to Kazami Academy, Asakura Junn...",https://cdn.myanimelist.net/r/50x70/images/manga/5/31756.jpg?s=7f3a0ea149b12742fd2605172f62510b,Da Capo
"Kanade has an exceptionally acute sense of smell which allows him to detect even the faintest aromas in the air around him. Together with his French cousin Anais, he follows those scents all the way t...",https://cdn.myanimelist.net/r/50x70/images/manga/3/2008.jpg?s=29c1dec5651c79bbffbb0389daf26732,0 no Soukoushi
,https://cdn.myanimelist.net/r/50x70/images/manga/3/193545.jpg?s=1eeb6a305b0187dee6ac7bd2195e4030,Cake Ouji no Spécialité
"Yuhyeon becomes the youngest CEO of Hansung, a successful electronics company built on toxic work culture, but nobody he cares about is there to celebrate with him. After a night of drinking and wonde...",https://cdn.myanimelist.net/r/50x70/images/manga/1/263998.jpg?s=2cf0ef0d5573874b530f7571ed304a4f,A Man's Man
"H₂O's story revolves around Takuma Hirose, a blind young male junior-high school student, though the cause for his blindness is undetermined. After his mother died an unexpected death, it left a deep...",https://cdn.myanimelist.net/r/50x70/images/manga/2/122403.jpg?s=d7f2b0ac4f6a75c0180cc57113cf795a,H2O: Footprints in the Sand
"Baroness Eleanor Mariche, renowned novelist and relationship expert, has been summoned by an ambitious duke to convince his son, Count Ryan Calabria, into marrying the princess. The problem is... not...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264601.jpg?s=333619c19cc5b935cbff7715ef1de595,I Didn't Mean to Seduce the Male Lead!
"Cicero City, a city infested with immigrants where people of all races scramble to find work and shelter. Infested with destruction and slaughter, it's a chaotic society. Living on the outside of soci...",https://cdn.myanimelist.net/r/50x70/images/manga/1/259164.jpg?s=a876170489de8453e00d6422ff3e6f09,Jackals
1. Renai Shousetsuka 2. Koukishin wa Neko wo Korosu 3. Shuumatsu no Chikai Shuumatsu 4. La Vie en Rose 5. Baby Blue 6. Sayonara Baby 7. Baby Blue After,https://cdn.myanimelist.net/r/50x70/images/manga/1/4926.jpg?s=11a8c846df7a51b2f63d9a989a9446b8,La Vie en Rose
"Deep underground, a scientist is transforming females into sex slaves. Some for selling, some for secret projects for his own enjoyment.",https://cdn.myanimelist.net/r/50x70/images/manga/3/174062.jpg?s=1b274ba55325db24e3581ffde1dbb113,M.E.M.: Yogosareta Junketsu
"A collection of short stories, including: Nadeshiko Prima Ningyo Ichya Pure♥Drop Honey Koisuru Kimochi Utaekata",https://cdn.myanimelist.net/r/50x70/images/manga/2/14577.jpg?s=57c55700135da8373109650e092bfab8,Nadeshiko Prima
A collection of short stories about the clans.,https://cdn.myanimelist.net/r/50x70/images/manga/1/229884.jpg?s=d76a772f411fa92d3229d6fc77af2027,K: Beautiful Pieces
Dialogueless one-shot about a girl in a goldfish scooping competition.,https://cdn.myanimelist.net/r/50x70/images/manga/3/127567.jpg?s=7c23da2429e90ba0a5306b012f8cd592,Obaachan no Poi
"A terrorist group has declared independence on the South Pole, and they have placed extremely powerful nitrogen bombs off many coasts. They plan to take revenge on the world, by forcing them to live b...",https://cdn.myanimelist.net/r/50x70/images/manga/1/135563.jpg?s=636279c54252caec74b10a3ee144aa6c,Pact
"At the infamous QP club, the club for Quality People, it is always surrounded by high school girls who wants to join the place in order to get close to the 2 hot club members. Sadly, because of the gi...",https://cdn.myanimelist.net/r/50x70/images/manga/1/28344.jpg?s=ccb8ba0bce84df1e8cd7b2d0ccf1055e,QP
"""R"" or rather Room 402 is the room where our illustrious female main character lives. One day which seems to be by mere coincidence her fate intertwines with that of Sasamoto, a savvy man who seems to...",https://cdn.myanimelist.net/r/50x70/images/manga/1/222901.jpg?s=0635f50b3ffaf73edb898eeee4517c79,R402
This volume includes short stories of two couples.,https://cdn.myanimelist.net/r/50x70/images/manga/3/86215.jpg?s=3cf1241ba528e500688d21413a0249e2,"Ubatte, Daite."
"Seko Daiko, a second year high-schooler is an extreme cheapskate. Taking down all the light bulbs in the house, making his siblings eat baked bread crush for breakfast... He would do anything just to...",https://cdn.myanimelist.net/r/50x70/images/manga/1/190608.jpg?s=5c320ded997bf2449df2aa0623809911,S Rare Soubi no Niau Kanojo
1. Himegami-sama 2-3. Tabegoro Haitoku no Kajitsu 4. Iron Mom-chan (Iron Mother) 5. Natsu no Kyoushuu 6. Ai to Makoto 7. Bungeibu no Ookami (The Wolf of Literature Club) 8. Sensei wa Kunoichi?,https://cdn.myanimelist.net/r/50x70/images/manga/1/247277.jpg?s=de8aaaeafc2538e8e72f677a41a246b1,Tabegoro! Haitoku no Kajitsu
"Dylan is coming home to Saint Paul! Maddie, who lives in Dylan's parents' boardinghouse, is in a restless mood. Dylan was a person Maddie admired, her first love, which ended unrequited. But now, four...",https://cdn.myanimelist.net/r/50x70/images/manga/2/229260.jpg?s=58a5b595f5cb21191435947d17d6faa3,Valentine Place Juuyonbanchi
"It's senior year, and Rica is seriously stressed out. She's got more homework, exams, and papers than she can handle, and was recently dumped by her boyfriend. In other words: Life sucks! One day, she...",https://cdn.myanimelist.net/r/50x70/images/manga/1/252616.jpg?s=4825b69f99e3063b987d3115dfd08e32,X-Day
"The person Aiba Misao loves is an onnagata in taishuu engeki, named Yumedono Ginnojou. He fell in love when he saw this person on stage, believing him to be a girl. Thus, when the plain Oosato Ginji i...",https://cdn.myanimelist.net/r/50x70/images/manga/1/91825.jpg?s=cde4aa7264294c71d873f773188b9164,Yabai Me de Minna yo!!
"Since long ago, there have been two separate worlds—Earth as known by humans, and Metamoor, where spirits and fantastic creatures reside. Due to Metamoor's power-hungry ruler, Prince Phobos, a veil be...",https://cdn.myanimelist.net/r/50x70/images/manga/2/265656.jpg?s=af029d6b77050b84bfb51aa3e138b5f1,W.I.T.C.H.
,https://cdn.myanimelist.net/r/50x70/images/manga/3/245900.jpg?s=674c9851ed0b5db2a0b2010233ae7a9d,Zaitaku Kanojo
"""Gachibuto,"" a martial arts tournament hosted by the gods themselves, is in the midst of its 1919th iteration. The fiercest of fighters have gathered for this day, as the winner will be granted one wi...",https://cdn.myanimelist.net/r/50x70/images/manga/2/90161.jpg?s=5ce8a2efdb500374f11b4789ad9a046f,Gachinko Battle!!
,https://cdn.myanimelist.net/r/50x70/images/manga/2/37278.jpg?s=7c513cc0b6d4826359268c72d5319070,B.Q The Roach Book
Compilation of side stories not included in the main entry.,https://cdn.myanimelist.net/r/50x70/images/manga/2/198591.jpg?s=a4bc45ff380d45b33fae4d99e434f74e,Fairy Tail S
"Shio is a high school student. Her parents are abroad on business, so she lives with her older brother, Takaaki. They live a peaceful life, but Shio has a secret.... One day, twin brothers, Ryouhei an...",https://cdn.myanimelist.net/r/50x70/images/manga/3/34859.jpg?s=f84c6f3a75fca687eaea19164b8a201c,Da Capo Girl's Symphony
,https://cdn.myanimelist.net/r/50x70/images/manga/1/161207.jpg?s=360703c0a3d2ee9dd964142e50ab8416,0 Pull Town Gakuen e Youkoso!: Minikui Ahiru no Monogatari
,https://cdn.myanimelist.net/r/50x70/images/manga/3/37842.jpg?s=629674f47bbbef034c231eb89fb080c8,Cake wo Kai ni
Innocent man framed for murder and sentenced to death. Released 17 years later after his name was cleared. The times have changed. Yeop has changed. His friends and family have changed. Nothing is the...,https://cdn.myanimelist.net/r/50x70/images/manga/3/263290.jpg?s=c08599405a97729ff96d94381acfd4b4,A Mark Against Thee
"Masato dreads taking home his latest report card--his grades are so bad he just knows he'll be off his PS2 for life. Imagine his shock when he comes home to find his mother nude, blindfolded and truss...",https://cdn.myanimelist.net/r/50x70/images/manga/3/13318.jpg?s=7d61a03e909f5eb6bf29ae7a1d32ecb2,Ha-Ha
"Mun Su is a strong girl with a weak heart. Wanting to pay off the debt of her uncle, she is going to work for the creditor. To her surprise, the guy she beaten up outside is...!!! (You can guess where...",https://cdn.myanimelist.net/r/50x70/images/manga/2/32725.jpg?s=ce533ec336c02e657334f86828925c8f,I do I do
"Keisuke Hara, a blunt high schooler with a heart of gold, and good-looking Masayuki Shinoda are close friends, fondly dubbed ""Shinohara"" by their classmates. Juggling many responsibilities at school a...",https://cdn.myanimelist.net/r/50x70/images/manga/3/181602.jpg?s=6f7d3bab8ca4a9013309624112d62d54,Jackass!
"The everyday life of Aoi, a successful manga, and her husband Kai, a busy salaryman.",https://cdn.myanimelist.net/r/50x70/images/manga/3/10186.jpg?s=071135fdf278107c393a1f56e803c9cb,La vie en rose
,https://cdn.myanimelist.net/r/50x70/images/manga/2/194949.jpg?s=56ba8f9387c7ab6368ccfc67f695a419,M.M Santa
,https://cdn.myanimelist.net/r/50x70/images/manga/2/178926.jpg?s=dc24027d62e192e8cd5f1f5ad683b7be,Nadeshiko Ryou e Irasshai♥
The manga depicts what happens after the K: Missing Kings film from the viewpoints of different characters.,https://cdn.myanimelist.net/r/50x70/images/manga/3/163579.jpg?s=fa5c586fae7d5981a76eff7ff6f996f7,K: Countdown
"Worldly knowledge and artistic refinement! Hinata-chan is on a completely different level to your average toddler, but she has a secret. She’s the reincarnation of an 88 year old grandma, with her mem...",https://cdn.myanimelist.net/r/50x70/images/manga/2/162654.jpg?s=48ba9f603660bba6ffe0819d90ce58e7,Obaachan Shoujo Hinata-chan
"Collection of short stories: 1. Anniversary 2. Zero 3. If You Want To Build A Beautiful Japan, Then First Clean Up The Thrash (Fragmented Love) Ryou is trying his hardest to study for his upcoming exa...",https://cdn.myanimelist.net/r/50x70/images/manga/1/18658.jpg?s=cb95a32425e7dd987cfb37cb79c404da,Paff Paff!
,https://cdn.myanimelist.net/r/50x70/images/manga/2/223376.jpg?s=621f3315117cbaf848f119ad2540be35,QP Gaiden
1. Mahou Shoujo Märchen☆Chouchou 2. The Room: ○○○ shinai to Derarenai Heya 3. Transchinporter Ayumu 4. Takeshi to Kateikyoushi 5. Hokkori Eye Mask 6. Sexlessus no Tsuma 7. Nopan Anthology 8. Harvest,https://cdn.myanimelist.net/r/50x70/images/manga/3/253448.jpg?s=babcfb4c08a729439ded22e67d742fce,Ra Girl!!!
"Seto Yu is a 12-year-old boy, despite being very intelligent, he is a deprived person. Abused violently by his father and beaten by debt collectors regularly due to his father, his body filled with sc...",https://cdn.myanimelist.net/r/50x70/images/manga/1/167732.jpg?s=6fb06939f834d664bde03cae9daf8540,Ubau Mono Ubawareru Mono
,https://cdn.myanimelist.net/r/50x70/images/manga/1/181045.jpg?s=e77ae31013dae06eb79ff2b21a9a433d,S Shitsuji to Maid Ojousama no Aoi Tori
Included one-shot: Volume 3: Nekokaburi Sayokyoku,https://cdn.myanimelist.net/r/50x70/images/manga/2/181755.jpg?s=9dc3b490f47a4ff9d12ce52174cbfab0,Tabekake Gospel Plan: Dear Succubus Sister
"Kaho gives her friend Asami chocolate on White Day, and Asami kisses her on the cheek. When the next Valentine's Day comes, Asami is filled with doubt.",https://cdn.myanimelist.net/r/50x70/images/manga/1/150097.jpg?s=703c275d0ed159c7164503fe981968c3,Valentine's Magic
"A collection of one-shots by manga-ka Tamura Yumi. X-Day: 4 short depictions of tragic misunderstandings and their consequences. 4nin no Onna: A very famous, rich, old hotel owner is found dead and wh...",https://cdn.myanimelist.net/r/50x70/images/manga/3/22511.jpg?s=f779c429a71f80ea8a1e2fa7db1bf628,X-Day
1. Game Center Arashimakuri 2. Pet 3. Irete Ageru 4. Aiseki 5. Osouji 6. Kougai Gakushuu no Kyouikuteki Kouka 7. Ikisugi! Ouendan 8. Toshiwasure Karaoke Taiketsu(?) 9. Kuro Gal Geinin Sana & Rumi,https://cdn.myanimelist.net/r/50x70/images/manga/2/173895.jpg?s=b24a888fd3d6ef4e9c94fa55bace7fb9,Yabakune?
,https://cdn.myanimelist.net/r/50x70/images/manga/3/161091.jpg?s=ceb110f872ca29685bddb253b531244a,W.W.W: World Wide War
,https://cdn.myanimelist.net/r/50x70/images/manga/2/185845.jpg?s=167997fd6c617f092519c295f85cf87e,Zaito BxB
1. Kenon Icchao! 2. Ame to Oppai 3. Jog-Jog 4. Nangoku Fruits wa Amakute Suppai 5. Mane☆Love 6. Maro Cream 7. Ero Shosetsu e Youkoso 8. Umibe no Mania (Beach Mania) 9-10. Sensei to Asobou♥,https://cdn.myanimelist.net/r/50x70/images/manga/3/96935.jpg?s=262ca188ce63ccf9c581bdb7f568f654,Gachinko Harem
"A new collection of exhilarating adventure by the king of underground manga! ""Bark at the moon"", the tale of a terrorist stealing a mysterious liquid from a passenger; ""Highway Romantic Vs. Sodomy Din...",https://cdn.myanimelist.net/r/50x70/images/manga/1/37275.jpg?s=aa62dcaf388b00fa1ce9ce919f24bab8,B.Q. The Fly Book
"Hiro Mashima of Fairy Tail and Nakaba Suzuki of Nanatsu no Taizai team up for a special Christmas story, based on each other's work: Meliodas, Elizabeth Liones, and Hawk are visiting the city of Magno...",https://cdn.myanimelist.net/r/50x70/images/manga/3/110375.jpg?s=a8d908e595dc33db393b1f74e006c5b1,Fairy Tail x Nanatsu no Taizai Christmas Special
"Takes place approximately 50 years after the original D.C. ～Da Capo～ series. The story revolves around Sakurai Yoshiyuki and Otome & Yume, the two granddaughters of the original D.C. ～Da Capo～ protago...",https://cdn.myanimelist.net/r/50x70/images/manga/5/31533.jpg?s=9c4d711eae383e841d729540e1bbf189,Da Capo II
,https://cdn.myanimelist.net/r/50x70/images/manga/3/195117.jpg?s=b06fcae1aed2d0a66c6357a17763ce9a,0-kyori kara no Hatsukoi Moyou
,https://cdn.myanimelist.net/r/50x70/images/manga/1/220228.jpg?s=0bb4ba3c9be7adcf856ed130814cc239,Calamity Lost
"Empress Olivia knows happiness is the last thing she deserves, but when she finally becomes pregnant with the emperor's child, she thinks things might finally be taking a turn for the better. Alas, Ol...",https://cdn.myanimelist.net/r/50x70/images/manga/1/266557.jpg?s=159569972d62c7f54eeec7e8f3b9b681,A Marriage Alliance for Revenge
1. Shiawase no Minami no Shima 2. Suiyou 3. Secret Princess 4. Alice in the dream 5. Chiisana Koi no Tomadoi 6. Yukiyama 7. Karate Baka 8-9. Hakoiri Warashi 10. Missing,https://cdn.myanimelist.net/r/50x70/images/manga/1/182273.jpg?s=9cbc498841c21322f35396e106263a35,Ha-i-ka-ra
"Having lived a miserable life, a man wishes to end it all by committing suicide, but he fails to do so because of his indecisiveness. Amid his contemplation, a scantily clad woman appears in front of...",https://cdn.myanimelist.net/r/50x70/images/manga/3/18815.jpg?s=ad91e12258fba8e991378f2e56fc5473,I Don't Know What I Don't Know
"1. Jacket Nuidara Saigo made 2. Boku wa Kimi dake no Hero 3. Boku no Himitsu ni Furenaide 4. Kiss, Shite Ii desu ka...? 5. Konya wa Kaesanai ",https://cdn.myanimelist.net/r/50x70/images/manga/2/46117.jpg?s=0736bbfbbca9844e2f7700d72bc8cb61,Jacket Nuidara Saigo made
"Sequel to Rouge, where Nagato is now the head of Yashima after Yamato graduated and became the head of the Bidou Group.",https://cdn.myanimelist.net/r/50x70/images/manga/3/224296.jpg?s=51188c6c54c6cd0b5d9f789b759664c9,La Vie en Rose
"10 years in the past, the city of Tokyo was consumed by an unknown darkness. It started off as a black speck in the sky. As it grew in size, it consumed everything in its path, creating the area known...",https://cdn.myanimelist.net/r/50x70/images/manga/3/148117.jpg?s=beb14bacd1b1ce9f5e2ec21a0e5dd661,M3: Sono Kuroki Hagane
,https://cdn.myanimelist.net/r/50x70/images/manga/1/191716.jpg?s=75a04d877bb1145c9069c86a3d2c10de,Nadeshiko!
"Tokyo Regional Legal Affairs Bureau Census Division, Annex 4 also known as SCEPTER 4 is a police institution that aims to stop criminals with special skills. But for them, their real target are...? (s...",https://cdn.myanimelist.net/r/50x70/images/manga/1/129641.jpg?s=25da4b7841a7e41b54c00acc733d113e,K: Days of Blue
"Shouko is a girl growing up in 90's Japan who just wants to stay in and play games on the PlayStation console. However, she is often visited by her grandma, who tries to make her do more productive th...",https://cdn.myanimelist.net/r/50x70/images/manga/3/201804.jpg?s=e9ad5e280cb2ab6c23f28428ea032120,Obaachan to Game
"They started off as a purely physical relationship, with neither knowing much about the other. Suddenly, he finds out that the other is a fan of his novels! At this point, it's too late to come out wi...",https://cdn.myanimelist.net/r/50x70/images/manga/1/253112.jpg?s=068b9ed678753fcce54a7356dee70218,Page wo Mekuru Sono Mae ni
,https://cdn.myanimelist.net/r/50x70/images/manga/2/227967.jpg?s=f7f16b2426b598c628fb31f760fd38fe,QP Gaiden: Azuma Ryou
"Al Foster is a private detective whose workaday life suddenly shakes up with the arrival of 13-year-old Rai Spencer, youngest son of the billionaire Spencer family, genius child prodigy, and unrepenta...",https://cdn.myanimelist.net/r/50x70/images/manga/1/265855.jpg?s=0f66c93aa24eb244abcdc00b212b8995,Ra-i
"Setou Yuu is a 12-year-old boy, despite being very intelligent, he is a deprived person. Abused violently by his father and beaten by debt collectors regularly due to his father, his body filled with...",https://cdn.myanimelist.net/r/50x70/images/manga/2/179328.jpg?s=cab86a7260762c49cdb933dd0c10a745,Ubau Mono Ubawareru Mono
1. S to Bocchama 2. Junai Train 3. Himitsu no Maintenance 4. Dokomademo Issho 5. Yuurei Yashiki to Obocchama 6. Ryoujoku Hokenshitsu 7. Shiawase S to Bocchama,https://cdn.myanimelist.net/r/50x70/images/manga/1/223536.jpg?s=a03408d343fe77136bb191f1206a96e2,S to Bocchama
"Boy is walking out of his apartment complex when his childhood friend calls to him. She wants him to come into her house, he noticed she was wearing a hat... (Source: MU)",https://cdn.myanimelist.net/r/50x70/images/manga/2/36980.jpg?s=95604a748d9f09e1ed8d52a3296987a2,Tabekko Doubutsu: Neko-hen
,https://cdn.myanimelist.net/r/50x70/images/manga/3/172827.jpg?s=4793f6ba92c552c55f321ff8db1d79bf,Valhalla no Bangohan
Based on the Nekokino to Ame no Machi tankoubon by the same author. This side story contains an extra H-scene with Rage-chan. Takes place between chapters 4 and 5 of the original. (Source: Little Whit...,https://cdn.myanimelist.net/r/50x70/images/manga/1/136973.jpg?s=61b2b4dc8454027378d98bb1df7c201a,X-Game Nekokino: Rage
,https://cdn.myanimelist.net/r/50x70/images/manga/2/192341.jpg?s=8f600afb622dd84c3d724b9753ff6d6d,Yaban de Kouki na Kyuukonsha
2. Honeymoon 4. A Beautiful Christmas,https://cdn.myanimelist.net/r/50x70/images/manga/1/70027.jpg?s=72f06703ec2266e17382f35d6ffa810e,W: Hip
"Zakkyo Jidai is about a girl called Kazuko who always puts on an act that she's a perfect, good girl. Prim and proper, people always think that her parents have the perfect daughter, but in fact it's...",https://cdn.myanimelist.net/r/50x70/images/manga/1/31078.jpg?s=7025628536a299e0607b2d005c58993c,Zakkyo Jidai
,https://cdn.myanimelist.net/r/50x70/images/manga/2/129525.jpg?s=fc9c35e421919a87ea051b9925a4202b,Gachinko Ouenka
,https://cdn.myanimelist.net/r/50x70/images/manga/1/242231.jpg?s=d6878e6ccd70a76d491d3349c8f036a1,B.S.S.²
